order_id,user_id,order_datetime,num_items,subtotal,shipping_fee,tax,discount_total,total,payment_method,order_status,shipping_city,shipping_country
O00000126,U000423,2023-06-15 16:00:56,4,12264.38,0.0,2207.59,4739.3,14471.97,Net Banking,delivered,Kochi,India
O00000127,U000079,2022-12-02 01:51:03,5,44477.35,0.0,8005.92,0.0,52483.27,UPI,delivered,Bengaluru,India
O00000128,U000146,2024-03-04 16:52:55,1,12004.32,0.0,2160.78,0.0,14165.1,Debit Card,shipped,Ahmedabad,India
O00000129,U000049,2024-11-09 03:05:48,5,56457.25,0.0,10162.31,0.0,66619.56,Credit Card,delivered,Chennai,India
O00000130,U000425,2022-11-14 06:45:43,3,38927.24,0.0,7006.9,13674.91,45934.14,Credit Card,delivered,Nagpur,India
O00000131,U000219,2024-08-20 10:42:57,4,49273.78,0.0,8869.28,11725.85,58143.06,COD,returned,Sharjah,United Arab Emirates
O00000132,U000160,2021-08-07 23:08:24,6,36235.36,0.0,6522.36,594.21,42757.72,Credit Card,delivered,Chandigarh,India
O00000133,U000382,2024-12-11 12:57:05,5,51010.75,0.0,9181.93,0.0,60192.68,Credit Card,returned,Patna,India
O00000134,U000401,2024-09-21 04:11:48,2,7046.6,0.0,1268.39,0.0,8314.99,UPI,cancelled,Mumbai,India
O00000135,U000357,2024-10-24 08:15:18,3,54059.4,0.0,9730.69,0.0,63790.09,Credit Card,delivered,Berlin,Germany
O00000136,U000432,2023-04-23 21:20:21,7,58507.86,0.0,10531.41,0.0,69039.27,Net Banking,delivered,Kolkata,India
O00000137,U000417,2023-07-18 12:37:10,5,33754.28,0.0,6075.77,3222.53,39830.05,UPI,delivered,Nagpur,India
O00000138,U000076,2024-05-04 23:48:30,7,56665.57,0.0,10199.8,2306.97,66865.37,Credit Card,delivered,Ahmedabad,India
O00000139,U000390,2024-04-28 00:27:49,4,16994.82,0.0,3059.07,1659.7,20053.89,Credit Card,delivered,Kochi,India
O00000140,U000380,2024-01-25 04:42:58,1,5353.42,0.0,963.62,1804.75,6317.04,UPI,delivered,Bhopal,India
O00000141,U000301,2024-11-26 01:34:36,8,44011.49,0.0,7922.07,9829.44,51933.56,Credit Card,cancelled,Kolkata,India
O00000142,U000476,2024-08-25 07:39:03,8,35915.23,0.0,6464.74,3313.55,42379.97,Credit Card,delivered,Jaipur,India
O00000143,U000058,2024-12-30 16:46:01,8,86719.25,0.0,15609.47,1514.26,102328.72,UPI,pending,Chandigarh,India
O00000144,U000462,2024-03-31 11:23:01,8,132789.65,0.0,23902.14,2139.65,156691.79,Net Banking,delivered,Jaipur,India
O00000145,U000040,2021-11-17 07:06:58,4,23805.02,0.0,4284.9,7937.54,28089.92,Debit Card,cancelled,Bengaluru,India
O00000146,U000430,2023-12-11 15:47:14,5,38760.35,0.0,6976.86,0.0,45737.21,UPI,cancelled,Surat,India
O00000147,U000169,2024-01-28 05:43:57,6,74811.9,0.0,13466.14,1813.39,88278.04,UPI,delivered,Mumbai,India
O00000148,U000299,2022-11-27 16:25:53,5,29657.48,0.0,5338.35,6609.22,34995.83,Credit Card,delivered,Bhopal,India
O00000149,U000406,2023-06-21 22:42:47,8,64313.34,0.0,11576.4,4011.3,75889.74,UPI,delivered,Kochi,India
O00000150,U000019,2023-04-17 03:09:51,6,24524.09,0.0,4414.34,4757.29,28938.43,Credit Card,delivered,Nagpur,India
O00000151,U000295,2023-09-02 07:30:42,6,40136.07,0.0,7224.49,0.0,47360.56,Debit Card,delivered,Ahmedabad,India
O00000152,U000150,2021-08-29 10:36:33,2,25911.77,0.0,4664.12,832.83,30575.89,Debit Card,delivered,Mumbai,India
O00000153,U000482,2024-12-13 05:59:15,2,23939.7,0.0,4309.15,0.0,28248.85,Credit Card,delivered,Surat,India
O00000154,U000376,2024-11-29 23:31:05,6,33644.6,0.0,6056.03,3050.47,39700.63,Credit Card,delivered,Indore,India
O00000155,U000418,2022-08-22 13:45:30,3,33168.9,0.0,5970.4,0.0,39139.3,UPI,delivered,Jaipur,India
O00000156,U000129,2023-09-06 22:04:21,1,9761.48,0.0,1757.07,0.0,11518.55,Debit Card,delivered,Sydney,Australia
O00000157,U000113,2022-10-18 04:44:25,7,56149.87,0.0,10106.98,6571.39,66256.85,UPI,delivered,Patna,India
O00000158,U000108,2023-11-29 23:51:32,10,95776.75,0.0,17239.81,10928.06,113016.56,Debit Card,delivered,Mumbai,India
O00000159,U000323,2024-12-29 08:05:17,4,33227.14,0.0,5980.89,0.0,39208.03,COD,delivered,Kochi,India
O00000160,U000279,2023-09-22 19:39:46,3,13503.08,0.0,2430.55,0.0,15933.63,Credit Card,delivered,Indore,India
O00000161,U000418,2024-06-23 17:50:13,1,11080.07,0.0,1994.41,0.0,13074.48,Net Banking,delivered,Indore,India
O00000162,U000207,2024-10-25 11:35:24,4,28723.89,0.0,5170.3,2589.9,33894.19,Credit Card,delivered,Delhi,India
O00000163,U000219,2024-10-23 08:40:41,2,25624.68,0.0,4612.44,5968.92,30237.12,UPI,shipped,Sharjah,United Arab Emirates
O00000164,U000413,2024-02-04 13:34:14,5,62032.6,0.0,11165.87,0.0,73198.47,Debit Card,delivered,Hyderabad,India
O00000165,U000106,2023-11-06 16:44:07,7,50712.32,0.0,9128.22,4444.02,59840.54,Credit Card,shipped,Indore,India
O00000166,U000444,2023-04-06 11:56:18,4,26223.06,0.0,4720.15,0.0,30943.21,Net Banking,delivered,Chandigarh,India
O00000167,U000483,2023-08-22 22:32:44,6,59378.32,0.0,10688.1,4368.11,70066.42,UPI,delivered,Bhopal,India
O00000168,U000001,2023-09-11 22:51:39,5,33382.64,0.0,6008.88,0.0,39391.52,UPI,delivered,Indore,India
O00000169,U000398,2024-11-06 14:50:21,2,19775.05,0.0,3559.51,2330.37,23334.56,UPI,delivered,Berlin,Germany
O00000170,U000438,2022-11-10 15:32:46,2,29492.2,0.0,5308.6,0.0,34800.8,UPI,cancelled,Chennai,India
O00000171,U000182,2024-07-28 04:29:39,5,57292.34,0.0,10312.62,1828.62,67604.96,Net Banking,delivered,Bengaluru,India
O00000172,U000435,2024-10-11 22:52:32,2,12310.31,0.0,2215.86,1691.57,14526.17,Net Banking,delivered,Hyderabad,India
O00000173,U000444,2024-09-16 23:24:17,5,30363.94,0.0,5465.51,0.0,35829.45,UPI,delivered,Surat,India
O00000174,U000244,2024-07-19 18:10:06,2,28432.36,0.0,5117.82,0.0,33550.18,UPI,delivered,Patna,India
O00000175,U000286,2024-12-09 02:01:00,6,49911.63,0.0,8984.09,2036.42,58895.72,Net Banking,delivered,Sharjah,United Arab Emirates
O00000176,U000265,2024-11-14 14:35:45,2,33255.74,0.0,5986.03,0.0,39241.77,Credit Card,delivered,Bengaluru,India
O00000177,U000031,2022-08-06 18:29:36,6,69046.87,0.0,12428.44,5433.53,81475.31,Credit Card,pending,Chandigarh,India
O00000178,U000151,2023-11-17 22:13:54,2,52408.17,0.0,9433.47,10930.32,61841.64,COD,delivered,Indore,India
O00000179,U000137,2023-10-05 10:43:24,2,18322.24,0.0,3298.0,0.0,21620.24,Debit Card,pending,Dubai,United Arab Emirates
O00000180,U000301,2024-10-03 00:12:04,12,86515.63,0.0,15572.81,1994.33,102088.44,Credit Card,delivered,Kolkata,India
O00000181,U000352,2024-12-24 15:40:17,6,60812.19,0.0,10946.19,4686.39,71758.38,COD,delivered,Kolkata,India
O00000182,U000319,2024-01-06 03:40:11,5,24925.53,0.0,4486.6,2063.91,29412.13,UPI,delivered,Jaipur,India
O00000183,U000104,2024-04-21 01:18:02,4,17133.04,0.0,3083.95,3349.51,20216.99,Credit Card,delivered,Bengaluru,India
O00000184,U000435,2024-11-06 02:15:51,1,6742.7,0.0,1213.69,0.0,7956.39,UPI,delivered,Lucknow,India
O00000185,U000429,2022-10-04 09:18:01,6,63957.7,0.0,11512.39,4291.18,75470.09,Debit Card,delivered,Chennai,India
O00000186,U000202,2022-05-14 05:40:29,9,152488.32,0.0,27447.9,0.0,179936.22,UPI,delivered,Mumbai,India
O00000187,U000401,2024-10-21 08:40:10,8,88572.4,0.0,15943.03,11177.97,104515.43,Net Banking,pending,Mumbai,India
O00000188,U000054,2024-06-11 08:52:27,2,12601.04,0.0,2268.19,0.0,14869.23,Credit Card,delivered,Hyderabad,India
O00000189,U000389,2022-10-10 19:35:05,9,143648.66,0.0,25856.76,26029.61,169505.42,Credit Card,cancelled,Ahmedabad,India
O00000190,U000006,2024-09-10 12:23:25,5,31781.33,0.0,5720.64,6719.92,37501.97,Credit Card,delivered,Kolkata,India
O00000191,U000115,2024-09-28 10:44:50,1,10243.9,0.0,1843.9,0.0,12087.8,Debit Card,delivered,Mumbai,India
O00000192,U000482,2024-11-09 17:34:49,7,59285.37,0.0,10671.37,0.0,69956.74,UPI,delivered,Surat,India
O00000193,U000343,2023-12-11 14:46:06,7,46253.65,0.0,8325.66,7647.55,54579.31,Net Banking,delivered,Lucknow,India
O00000194,U000390,2022-08-01 22:30:12,7,55290.73,0.0,9952.33,8464.18,65243.06,UPI,delivered,Nagpur,India
O00000195,U000255,2024-03-01 10:17:16,5,44528.88,0.0,8015.2,1630.89,52544.08,UPI,delivered,Sharjah,United Arab Emirates
O00000196,U000263,2022-10-26 13:19:57,7,56091.78,0.0,10096.52,1389.24,66188.3,UPI,delivered,Mumbai,India
O00000197,U000025,2024-09-19 19:13:42,3,12083.24,0.0,2174.98,1828.69,14258.22,UPI,delivered,Kolkata,India
O00000198,U000396,2024-05-29 17:25:27,3,20358.25,0.0,3664.48,0.0,24022.73,Debit Card,delivered,Hamburg,Germany
O00000199,U000405,2022-01-05 16:53:52,1,7755.24,0.0,1395.94,0.0,9151.18,Net Banking,delivered,Pune,India
O00000200,U000032,2023-08-16 11:47:14,3,28682.58,0.0,5162.86,0.0,33845.44,UPI,delivered,Nagpur,India
O00000201,U000188,2023-01-21 23:08:58,2,9940.11,0.0,1789.22,696.23,11729.33,Net Banking,delivered,Coimbatore,India
O00000202,U000280,2024-11-01 19:31:29,2,18215.4,0.0,3278.77,0.0,21494.17,UPI,shipped,Kolkata,India
O00000203,U000081,2024-03-04 16:32:21,5,16065.27,0.0,2891.75,1780.67,18957.02,Credit Card,delivered,Jaipur,India
O00000204,U000207,2024-10-27 22:06:24,5,78202.72,0.0,14076.49,5496.82,92279.21,Credit Card,delivered,Lucknow,India
O00000205,U000107,2024-10-27 09:24:31,3,21588.51,0.0,3885.93,0.0,25474.44,COD,shipped,Brisbane,Australia
O00000206,U000203,2024-11-07 05:27:20,8,73069.42,0.0,13152.5,749.34,86221.92,UPI,pending,Coimbatore,India
O00000207,U000190,2024-06-12 12:50:26,9,44719.15,0.0,8049.45,2792.81,52768.6,UPI,delivered,Surat,India
O00000208,U000245,2024-11-20 06:45:31,3,41213.22,0.0,7418.38,16791.09,48631.6,UPI,delivered,Kochi,India
O00000209,U000331,2024-08-26 01:31:08,6,57946.54,0.0,10430.38,8835.38,68376.92,UPI,delivered,Patna,India
O00000210,U000388,2021-09-10 18:54:38,5,28886.97,0.0,5199.65,5244.81,34086.62,Debit Card,returned,Bengaluru,India
O00000211,U000247,2022-05-31 01:54:50,5,65654.48,0.0,11817.81,631.47,77472.29,Debit Card,delivered,Surat,India
O00000212,U000039,2024-04-23 06:12:31,4,40706.26,0.0,7327.13,0.0,48033.39,UPI,delivered,London,United Kingdom
O00000213,U000358,2024-04-06 10:47:47,2,25781.43,0.0,4640.66,0.0,30422.09,UPI,delivered,Manchester,United Kingdom
O00000214,U000444,2024-05-21 14:42:54,3,28761.38,0.0,5177.05,0.0,33938.43,Debit Card,shipped,Kochi,India
