order_id,product_id,user_id,quantity,unit_price,discount,item_total,price,total_price
O00000033,P000045,U000404,1,31910.85,4866.81,27044.04,33933.94,33933.94
O00000033,P000077,U000404,1,8222.38,0.0,8222.38,7912.32,7912.32
O00000033,P000173,U000404,2,8945.88,1603.16,16288.6,9569.86,19139.72
O00000034,P000138,U000253,2,5454.16,0.0,10908.32,5743.43,11486.86
O00000034,P000135,U000253,3,24104.22,0.0,72312.66,22774.94,68324.82
O00000034,P000029,U000253,3,4337.29,0.0,13011.87,4487.28,13461.84
O00000035,P000230,U000289,2,7013.94,0.0,14027.88,7629.83,15259.66
O00000035,P000223,U000289,2,11239.59,0.0,22479.18,11211.31,22422.62
O00000036,P000209,U000014,1,12072.34,1420.72,10651.62,12376.83,12376.83
O00000037,P000089,U000169,2,10694.7,0.0,21389.4,10776.0,21552.0
O00000037,P000175,U000169,3,4450.43,3288.88,10062.41,4714.96,14144.88
O00000037,P000043,U000169,3,19112.63,0.0,57337.89,17391.37,52174.11
O00000038,P000284,U000110,1,8576.33,2188.64,6387.69,9025.31,9025.31
O00000039,P000214,U000193,2,2925.06,0.0,5850.12,2917.06,5834.12
O00000039,P000075,U000193,3,8228.68,5221.17,19464.87,8064.74,24194.22
O00000039,P000218,U000193,1,3403.3,0.0,3403.3,3250.88,3250.88
O00000039,P000219,U000193,2,7462.46,0.0,14924.92,7005.34,14010.68
O00000040,P000300,U000067,1,14725.16,0.0,14725.16,15681.27,15681.27
O00000040,P000151,U000067,1,6186.64,549.02,5637.62,6458.66,6458.66
O00000041,P000206,U000435,1,8276.1,0.0,8276.1,8313.02,8313.02
O00000042,P000033,U000308,1,11458.29,1465.4,9992.89,10991.17,10991.17
O00000042,P000069,U000308,1,4127.57,0.0,4127.57,3904.83,3904.83
O00000043,P000108,U000499,2,3426.05,613.35,6238.75,3771.5,7543.0
O00000044,P000094,U000298,3,21997.17,0.0,65991.51,23988.95,71966.85
O00000044,P000002,U000298,3,3646.02,0.0,10938.06,3582.6,10747.8
O00000045,P000288,U000244,3,10821.46,0.0,32464.38,11950.69,35852.07
O00000045,P000012,U000244,1,14813.53,0.0,14813.53,13868.33,13868.33
O00000045,P000138,U000244,1,5239.31,0.0,5239.31,5743.43,5743.43
O00000046,P000082,U000425,1,11066.31,0.0,11066.31,11929.09,11929.09
O00000046,P000114,U000425,3,8269.59,0.0,24808.77,7683.51,23050.53
O00000046,P000168,U000425,2,10796.73,1801.33,19792.13,10536.42,21072.84
O00000047,P000111,U000364,3,5040.61,0.0,15121.83,5473.22,16419.66
O00000047,P000204,U000364,2,12394.69,0.0,24789.38,13008.32,26016.64
O00000047,P000290,U000364,1,4567.31,0.0,4567.31,4310.46,4310.46
O00000048,P000067,U000108,3,30281.27,0.0,90843.81,31589.7,94769.1
O00000048,P000273,U000108,3,11376.56,6497.38,27632.3,10841.31,32523.93
O00000048,P000282,U000108,1,6951.62,0.0,6951.62,7443.96,7443.96
O00000048,P000242,U000108,3,5170.9,4624.56,10888.14,4807.95,14423.85
O00000049,P000177,U000145,2,4985.89,1165.53,8806.25,5183.45,10366.9
O00000049,P000209,U000145,1,12507.19,1856.6,10650.59,12376.83,12376.83
O00000049,P000158,U000145,2,18877.73,0.0,37755.46,17688.94,35377.88
O00000049,P000058,U000145,2,6012.73,3054.81,8970.65,5901.4,11802.8
O00000050,P000074,U000324,1,2970.49,644.17,2326.32,3117.52,3117.52
O00000050,P000236,U000324,2,6944.32,2276.84,11611.8,6739.38,13478.76
O00000050,P000243,U000324,2,11734.63,3697.74,19771.52,11834.13,23668.26
O00000050,P000119,U000324,1,3615.64,784.64,2831.0,3582.64,3582.64
O00000051,P000100,U000037,1,10607.38,1849.82,8757.56,11748.29,11748.29
O00000051,P000126,U000037,1,4852.99,0.0,4852.99,5044.27,5044.27
O00000051,P000175,U000037,1,4972.2,1020.37,3951.83,4714.96,4714.96
O00000052,P000254,U000499,2,11514.43,4234.12,18794.74,11784.15,23568.3
O00000053,P000019,U000319,2,8322.2,3976.75,12667.65,7608.53,15217.06
O00000053,P000282,U000319,3,7213.13,4684.47,16954.92,7443.96,22331.88
O00000053,P000109,U000319,3,6502.94,0.0,19508.82,6452.31,19356.93
O00000053,P000147,U000319,2,10513.26,0.0,21026.52,10868.57,21737.14
O00000054,P000231,U000214,2,16826.84,9675.72,23977.96,18520.65,37041.3
O00000054,P000227,U000214,3,5663.46,0.0,16990.38,6144.94,18434.82
O00000054,P000125,U000214,2,8706.1,0.0,17412.2,7967.69,15935.38
O00000055,P000261,U000101,2,5240.7,0.0,10481.4,5373.67,10747.34
O00000055,P000037,U000101,3,9751.82,0.0,29255.46,9094.75,27284.25
O00000055,P000075,U000101,3,7992.93,4610.96,19367.83,8064.74,24194.22
O00000055,P000034,U000101,2,6352.92,0.0,12705.84,6964.46,13928.92
O00000056,P000117,U000430,2,9612.4,0.0,19224.8,8976.59,17953.18
O00000057,P000132,U000312,1,9063.95,0.0,9063.95,8615.81,8615.81
O00000057,P000107,U000312,3,19137.92,0.0,57413.76,21216.56,63649.68
O00000057,P000057,U000312,2,10852.89,5552.84,16152.94,11903.58,23807.16
O00000058,P000095,U000110,2,20727.49,0.0,41454.98,19020.33,38040.66
O00000059,P000229,U000207,2,6346.82,0.0,12693.64,6849.69,13699.38
O00000059,P000247,U000207,3,14318.01,0.0,42954.03,13409.8,40229.4
O00000059,P000181,U000207,3,12014.65,0.0,36043.95,13011.9,39035.7
O00000060,P000039,U000314,1,7809.92,0.0,7809.92,8020.67,8020.67
O00000061,P000116,U000480,1,2352.68,0.0,2352.68,2602.16,2602.16
O00000062,P000285,U000330,2,7922.91,1664.21,14181.61,7319.3,14638.6
O00000063,P000150,U000333,3,10342.25,7595.76,23430.99,10439.72,31319.16
O00000063,P000104,U000333,2,2812.42,0.0,5624.84,2558.3,5116.6
O00000063,P000262,U000333,2,7224.53,1683.9,12765.16,7382.89,14765.78
O00000063,P000114,U000333,2,7686.79,0.0,15373.58,7683.51,15367.02
O00000064,P000201,U000389,2,2334.65,265.76,4403.54,2182.3,4364.6
O00000065,P000288,U000246,1,11076.3,0.0,11076.3,11950.69,11950.69
O00000065,P000253,U000246,1,11506.25,0.0,11506.25,10680.03,10680.03
O00000066,P000243,U000195,3,11016.43,0.0,33049.29,11834.13,35502.39
O00000066,P000242,U000195,2,4646.8,0.0,9293.6,4807.95,9615.9
O00000066,P000284,U000195,1,8531.08,717.61,7813.47,9025.31,9025.31
O00000066,P000294,U000195,2,25134.22,2674.86,47593.58,23192.6,46385.2
O00000067,P000034,U000206,1,7397.47,0.0,7397.47,6964.46,6964.46
O00000068,P000053,U000487,2,3720.82,1964.89,5476.75,3829.79,7659.58
O00000068,P000134,U000487,1,2479.55,0.0,2479.55,2734.96,2734.96
O00000068,P000222,U000487,1,11782.35,2946.7,8835.65,12853.6,12853.6
O00000069,P000134,U000422,2,2593.57,1205.03,3982.11,2734.96,5469.92
O00000069,P000101,U000422,3,5643.68,0.0,16931.04,6112.54,18337.62
O00000069,P000263,U000422,1,8068.38,0.0,8068.38,7899.38,7899.38
O00000070,P000270,U000286,2,4040.05,0.0,8080.1,4424.95,8849.9
O00000070,P000124,U000286,1,11164.22,0.0,11164.22,12031.44,12031.44
O00000070,P000092,U000286,2,6094.74,0.0,12189.48,6486.85,12973.7
O00000071,P000015,U000080,3,15262.49,0.0,45787.47,15480.36,46441.08
O00000071,P000020,U000080,1,10442.84,2089.41,8353.43,11279.19,11279.19
O00000072,P000086,U000123,2,7965.24,4588.18,11342.3,8156.67,16313.34
O00000072,P000149,U000123,1,8289.64,0.0,8289.64,8438.86,8438.86
O00000072,P000299,U000123,2,5732.01,0.0,11464.02,6187.65,12375.3
O00000072,P000077,U000123,2,7121.75,2009.7,12233.8,7912.32,15824.64
O00000073,P000161,U000084,3,8093.75,3143.45,21137.8,8358.37,25075.11
O00000074,P000058,U000154,1,5317.66,0.0,5317.66,5901.4,5901.4
O00000074,P000237,U000154,1,12575.4,0.0,12575.4,13133.59,13133.59
O00000074,P000015,U000154,1,16177.33,2140.24,14037.09,15480.36,15480.36
O00000075,P000010,U000203,1,10781.8,1032.84,9748.96,9879.07,9879.07
O00000075,P000280,U000203,1,6837.1,505.74,6331.36,7290.1,7290.1
O00000075,P000069,U000203,2,4014.3,0.0,8028.6,3904.83,7809.66
O00000075,P000036,U000203,3,12084.27,10136.5,26116.31,11457.98,34373.94
O00000076,P000246,U000336,3,2460.55,0.0,7381.65,2319.21,6957.63
O00000076,P000183,U000336,3,8496.45,3966.89,21522.46,8743.98,26231.94
O00000076,P000189,U000336,1,4704.13,239.85,4464.28,4750.42,4750.42
O00000077,P000175,U000281,1,4893.5,0.0,4893.5,4714.96,4714.96
O00000078,P000070,U000057,3,6818.65,0.0,20455.95,6723.79,20171.37
O00000078,P000172,U000057,2,9610.38,0.0,19220.76,9326.16,18652.32
O00000078,P000293,U000057,3,5701.83,0.0,17105.49,5883.39,17650.17
O00000078,P000013,U000057,2,5784.4,0.0,11568.8,5276.79,10553.58
O00000079,P000146,U000014,2,10094.95,0.0,20189.9,10242.21,20484.42
O00000079,P000157,U000014,1,5400.28,771.57,4628.71,5185.82,5185.82
O00000079,P000029,U000014,3,4425.17,2415.53,10859.98,4487.28,13461.84
O00000080,P000296,U000028,3,11674.42,8125.7,26897.56,11311.18,33933.54
O00000080,P000164,U000028,1,10729.3,0.0,10729.3,11264.26,11264.26
O00000081,P000060,U000023,3,4921.8,1457.49,13307.91,4608.61,13825.83
O00000081,P000049,U000023,2,5226.94,1608.84,8845.04,5241.65,10483.3
O00000081,P000101,U000023,2,5683.09,0.0,11366.18,6112.54,12225.08
O00000082,P000289,U000477,3,16272.61,0.0,48817.83,16253.37,48760.11
O00000082,P000049,U000477,3,5303.29,1380.83,14529.04,5241.65,15724.95
O00000082,P000077,U000477,3,7747.37,1344.51,21897.6,7912.32,23736.96
O00000082,P000160,U000477,3,4538.58,3233.68,10382.06,4244.8,12734.4
O00000083,P000131,U000376,2,5226.42,928.73,9524.11,5125.26,10250.52
O00000083,P000237,U000376,2,13647.42,4342.33,22952.51,13133.59,26267.18
O00000084,P000027,U000469,2,9404.61,0.0,18809.22,9971.0,19942.0
O00000084,P000146,U000469,2,9516.93,0.0,19033.86,10242.21,20484.42
O00000084,P000153,U000469,2,6619.68,2158.83,11080.53,6638.88,13277.76
O00000085,P000009,U000205,2,13434.96,0.0,26869.92,12421.53,24843.06
O00000086,P000056,U000431,3,14164.88,2922.46,39572.18,14987.22,44961.66
O00000086,P000119,U000431,3,3525.85,0.0,10577.55,3582.64,10747.92
O00000087,P000014,U000378,3,1577.02,0.0,4731.06,1556.5,4669.5
O00000088,P000097,U000185,1,13596.68,0.0,13596.68,14983.54,14983.54
O00000089,P000020,U000290,1,10356.93,0.0,10356.93,11279.19,11279.19
O00000090,P000165,U000367,3,8476.64,6568.8,18861.12,8284.02,24852.06
O00000090,P000079,U000367,1,14217.35,3954.91,10262.44,14421.0,14421.0
O00000090,P000223,U000367,1,12152.56,0.0,12152.56,11211.31,11211.31
O00000091,P000162,U000029,1,28828.45,7819.11,21009.34,28931.49,28931.49
O00000091,P000197,U000029,2,12177.58,0.0,24355.16,13369.29,26738.58
O00000091,P000157,U000029,1,5137.37,0.0,5137.37,5185.82,5185.82
O00000091,P000208,U000029,1,12830.82,731.58,12099.24,12102.09,12102.09
O00000092,P000091,U000272,3,14144.82,0.0,42434.46,14979.82,44939.46
O00000093,P000075,U000229,3,7315.35,0.0,21946.05,8064.74,24194.22
O00000093,P000077,U000229,1,7453.67,0.0,7453.67,7912.32,7912.32
O00000094,P000020,U000373,3,10285.11,0.0,30855.33,11279.19,33837.57
O00000095,P000064,U000061,1,11853.74,3077.91,8775.83,12121.51,12121.51
O00000095,P000084,U000061,1,4148.64,0.0,4148.64,4144.77,4144.77
O00000095,P000003,U000061,2,15388.37,0.0,30776.74,15915.14,31830.28
O00000096,P000116,U000240,3,2825.18,0.0,8475.54,2602.16,7806.48
O00000096,P000098,U000240,3,5295.03,0.0,15885.09,5716.11,17148.33
O00000096,P000277,U000240,3,4628.08,0.0,13884.24,4362.41,13087.23
O00000097,P000145,U000477,1,6514.05,1139.27,5374.78,5959.63,5959.63
O00000097,P000011,U000477,3,7362.03,0.0,22086.09,7896.07,23688.21
O00000097,P000195,U000477,2,8232.79,0.0,16465.58,8970.39,17940.78
O00000097,P000074,U000477,2,3023.62,0.0,6047.24,3117.52,6235.04
O00000098,P000037,U000004,3,9724.01,0.0,29172.03,9094.75,27284.25
O00000098,P000235,U000004,1,15656.53,0.0,15656.53,16825.23,16825.23
O00000098,P000006,U000004,1,5017.01,0.0,5017.01,4985.6,4985.6
O00000098,P000248,U000004,2,17937.34,0.0,35874.68,17977.82,35955.64
O00000099,P000229,U000117,1,6683.25,0.0,6683.25,6849.69,6849.69
O00000099,P000243,U000117,1,12065.07,3156.64,8908.43,11834.13,11834.13
O00000099,P000008,U000117,1,6657.61,0.0,6657.61,6554.0,6554.0
O00000099,P000205,U000117,1,20806.82,0.0,20806.82,21072.99,21072.99
O00000100,P000231,U000300,1,18407.64,0.0,18407.64,18520.65,18520.65
O00000101,P000267,U000038,3,5867.58,1544.29,16058.45,5954.0,17862.0
O00000101,P000242,U000038,2,5013.55,0.0,10027.1,4807.95,9615.9
O00000101,P000042,U000038,3,17590.64,0.0,52771.92,16345.74,49037.22
O00000102,P000021,U000386,2,5873.34,0.0,11746.68,5715.67,11431.34
O00000102,P000045,U000386,1,35474.88,0.0,35474.88,33933.94,33933.94
O00000102,P000294,U000386,3,24456.77,0.0,73370.31,23192.6,69577.8
O00000102,P000206,U000386,3,8750.64,0.0,26251.92,8313.02,24939.06
O00000103,P000025,U000279,1,8225.99,2350.09,5875.9,8226.18,8226.18
O00000103,P000045,U000279,1,33744.29,7081.3,26662.99,33933.94,33933.94
O00000103,P000098,U000279,2,5739.03,3068.11,8409.95,5716.11,11432.22
O00000103,P000064,U000279,3,11958.06,6756.89,29117.29,12121.51,36364.53
O00000104,P000143,U000218,1,14705.26,4313.54,10391.72,13663.64,13663.64
O00000104,P000298,U000218,3,8925.22,2707.52,24068.14,8575.65,25726.95
O00000105,P000103,U000392,1,16117.55,2670.76,13446.79,14991.05,14991.05
O00000105,P000246,U000392,2,2491.75,0.0,4983.5,2319.21,4638.42
O00000106,P000266,U000056,2,4265.57,0.0,8531.14,4563.74,9127.48
O00000106,P000128,U000056,3,16967.49,14968.43,35934.04,17764.33,53292.99
O00000106,P000090,U000056,2,3249.89,0.0,6499.78,3504.57,7009.14
O00000107,P000211,U000090,3,5745.66,0.0,17236.98,6200.33,18600.99
O00000108,P000044,U000394,1,10829.94,2049.21,8780.73,10230.05,10230.05
O00000108,P000007,U000394,3,9586.31,2931.13,25827.8,9020.41,27061.23
O00000109,P000251,U000208,1,10236.11,2365.16,7870.95,10185.93,10185.93
O00000110,P000114,U000110,3,7235.95,0.0,21707.85,7683.51,23050.53
O00000110,P000169,U000110,1,13179.05,0.0,13179.05,14585.03,14585.03
O00000110,P000030,U000110,1,5161.42,0.0,5161.42,5230.46,5230.46
O00000111,P000150,U000026,2,9724.56,0.0,19449.12,10439.72,20879.44
O00000111,P000143,U000026,1,14696.69,0.0,14696.69,13663.64,13663.64
O00000111,P000255,U000026,1,12034.48,0.0,12034.48,12429.13,12429.13
O00000112,P000021,U000177,3,6039.01,1007.85,17109.18,5715.67,17147.01
O00000112,P000213,U000177,1,6412.62,0.0,6412.62,6550.18,6550.18
O00000112,P000167,U000177,1,7934.65,0.0,7934.65,8556.79,8556.79
O00000113,P000013,U000031,2,4864.24,0.0,9728.48,5276.79,10553.58
O00000113,P000082,U000031,2,11663.16,0.0,23326.32,11929.09,23858.18
O00000113,P000171,U000031,2,8248.11,0.0,16496.22,8566.44,17132.88
O00000114,P000099,U000293,2,4245.17,0.0,8490.34,4249.51,8499.02
O00000115,P000042,U000302,3,17368.34,4599.87,47505.15,16345.74,49037.22
O00000115,P000152,U000302,1,13379.66,0.0,13379.66,13464.1,13464.1
O00000115,P000165,U000302,3,8715.83,3168.1,22979.39,8284.02,24852.06
O00000116,P000193,U000496,2,6577.53,0.0,13155.06,6889.56,13779.12
O00000116,P000070,U000496,3,6686.19,0.0,20058.57,6723.79,20171.37
O00000116,P000166,U000496,3,7136.63,0.0,21409.89,7121.76,21365.28
O00000116,P000115,U000496,3,7063.13,0.0,21189.39,6741.12,20223.36
O00000117,P000153,U000170,3,6713.2,0.0,20139.6,6638.88,19916.64
O00000118,P000145,U000039,2,6240.9,0.0,12481.8,5959.63,11919.26
O00000118,P000226,U000039,1,6676.74,0.0,6676.74,6221.06,6221.06
O00000119,P000282,U000368,2,8176.1,0.0,16352.2,7443.96,14887.92
O00000120,P000282,U000486,1,6767.2,0.0,6767.2,7443.96,7443.96
O00000120,P000211,U000486,1,5886.36,1408.86,4477.5,6200.33,6200.33
O00000120,P000139,U000486,2,2207.07,0.0,4414.14,2222.52,4445.04
O00000121,P000292,U000361,3,13914.18,0.0,41742.54,12709.3,38127.9
O00000121,P000115,U000361,3,6955.57,6213.62,14653.09,6741.12,20223.36
O00000121,P000294,U000361,1,22084.02,0.0,22084.02,23192.6,23192.6
O00000121,P000035,U000361,1,10393.69,0.0,10393.69,11150.92,11150.92
O00000122,P000263,U000441,1,7807.71,0.0,7807.71,7899.38,7899.38
O00000122,P000073,U000441,1,1831.1,0.0,1831.1,1878.4,1878.4
O00000122,P000158,U000441,3,17076.86,0.0,51230.58,17688.94,53066.82
O00000122,P000127,U000441,3,3603.61,0.0,10810.83,3350.66,10051.98
O00000123,P000117,U000454,1,9771.54,1926.85,7844.69,8976.59,8976.59
O00000124,P000063,U000112,2,9159.15,1737.36,16580.94,8662.95,17325.9
O00000124,P000104,U000112,1,2378.97,0.0,2378.97,2558.3,2558.3
O00000124,P000217,U000112,3,16740.09,0.0,50220.27,15998.87,47996.61
O00000124,P000098,U000112,3,5491.99,0.0,16475.97,5716.11,17148.33
O00000125,P000042,U000454,1,14856.5,2014.67,12841.83,16345.74,16345.74
O00000126,P000245,U000423,1,2748.34,489.84,2258.5,2861.25,2861.25
O00000126,P000177,U000423,3,4751.78,4249.46,10005.88,5183.45,15550.35
O00000127,P000022,U000079,3,11716.53,0.0,35149.59,12873.42,38620.26
O00000127,P000126,U000079,2,4663.88,0.0,9327.76,5044.27,10088.54
O00000128,P000212,U000146,1,12004.32,0.0,12004.32,11448.24,11448.24
O00000129,P000204,U000049,1,14108.8,0.0,14108.8,13008.32,13008.32
O00000129,P000231,U000049,1,17627.34,0.0,17627.34,18520.65,18520.65
O00000129,P000040,U000049,3,8240.37,0.0,24721.11,8143.45,24430.35
O00000130,P000042,U000425,3,17534.05,13674.91,38927.24,16345.74,49037.22
O00000131,P000003,U000219,3,14832.68,11725.85,32772.19,15915.14,47745.42
O00000131,P000128,U000219,1,16501.59,0.0,16501.59,17764.33,17764.33
O00000132,P000028,U000160,1,7471.39,594.21,6877.18,7543.04,7543.04
O00000132,P000160,U000160,2,4192.32,0.0,8384.64,4244.8,8489.6
O00000132,P000113,U000160,3,6991.18,0.0,20973.54,6887.5,20662.5
O00000133,P000130,U000382,2,10440.1,0.0,20880.2,9669.73,19339.46
O00000133,P000222,U000382,1,13226.83,0.0,13226.83,12853.6,12853.6
O00000133,P000171,U000382,2,8451.86,0.0,16903.72,8566.44,17132.88
O00000134,P000127,U000401,2,3523.3,0.0,7046.6,3350.66,6701.32
O00000135,P000050,U000357,3,18019.8,0.0,54059.4,16933.56,50800.68
O00000136,P000168,U000432,3,9857.98,0.0,29573.94,10536.42,31609.26
O00000136,P000219,U000432,3,6309.7,0.0,18929.1,7005.34,21016.02
O00000136,P000172,U000432,1,10004.82,0.0,10004.82,9326.16,9326.16
O00000137,P000062,U000417,1,14568.88,0.0,14568.88,14027.49,14027.49
O00000137,P000078,U000417,1,2814.87,312.73,2502.14,2559.2,2559.2
O00000137,P000229,U000417,3,6531.02,2909.8,16683.26,6849.69,20549.07
O00000138,P000135,U000076,1,21018.52,1890.95,19127.57,22774.94,22774.94
O00000138,P000147,U000076,3,10011.27,0.0,30033.81,10868.57,32605.71
O00000138,P000274,U000076,3,2640.07,416.02,7504.19,2796.02,8388.06
O00000139,P000134,U000390,3,2601.83,0.0,7805.49,2734.96,8204.88
O00000139,P000179,U000390,1,10849.03,1659.7,9189.33,9889.19,9889.19
O00000140,P000028,U000380,1,7158.17,1804.75,5353.42,7543.04,7543.04
O00000141,P000261,U000301,2,4839.39,0.0,9678.78,5373.67,10747.34
O00000141,P000145,U000301,1,5378.61,0.0,5378.61,5959.63,5959.63
O00000141,P000175,U000301,3,4793.24,3235.24,11144.48,4714.96,14144.88
O00000141,P000254,U000301,2,12201.91,6594.2,17809.62,11784.15,23568.3
O00000142,P000249,U000476,2,9678.42,1558.46,17798.38,9143.58,18287.16
O00000142,P000225,U000476,3,3901.88,654.62,11051.02,3685.27,11055.81
O00000142,P000078,U000476,3,2722.1,1100.47,7065.83,2559.2,7677.6
O00000143,P000169,U000058,2,13418.1,1514.26,25321.94,14585.03,29170.06
O00000143,P000220,U000058,3,7213.47,0.0,21640.41,7496.25,22488.75
O00000143,P000265,U000058,3,13252.3,0.0,39756.9,12071.17,36213.51
O00000144,P000047,U000462,2,5350.61,2139.65,8561.57,5328.32,10656.64
O00000144,P000040,U000462,3,8612.58,0.0,25837.74,8143.45,24430.35
O00000144,P000045,U000462,3,32796.78,0.0,98390.34,33933.94,101801.82
O00000145,P000044,U000040,1,10945.3,2505.46,8439.84,10230.05,10230.05
